Fecha de Scraping,Título,Descripción
2024-06-23 17:39:49,"Casa en Arriendo, EL POBLADO EL TESORO, Medellín",$3.000.000 | 83.03 m² | 2 | 2
2024-06-23 17:39:49,"Casa en Arriendo, Chía",
2024-06-23 17:39:49,"Casa en Arriendo, Oikos Savanna, Cajicá",$6.000.000 | 240 m² | 5 | 3
2024-06-23 17:39:49,"Casa en Arriendo, Envigado  Antioquia, Envigado",$6.000.000 | 240 m² | 5 | 3
2024-06-23 17:39:49,"Casa en Arriendo, Benedictinos, Envigado",
2024-06-23 17:39:49,"Casa en Arriendo, HACIENDA SAN SIMON, Bogotá D.C.",$17.000.000 | 540 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, HACIENDA SAN SIMON, Bogotá D.C.",$17.000.000 | 540 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, Santa Rita, Cali",
2024-06-23 17:39:49,"Casa en Arriendo, SANTA ISABEL, Cali",$18.300.000 | 380 m² | 4 | 5
2024-06-23 17:39:49,"Casa en Arriendo, Rural Código AR 020, Silvania",$18.300.000 | 380 m² | 4 | 5
2024-06-23 17:39:49,"Casa en Arriendo, SAN LUCAS, Medellín",
2024-06-23 17:39:49,"Casa en Arriendo, LA COLA DEL ZORRO, Medellín",$6.800.000 | 158 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, VIZCAYA, Medellín",$6.800.000 | 158 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, SAN LUCAS, Medellín",
2024-06-23 17:39:49,"Casa en Arriendo, LA COLA DEL ZORRO, Medellín",$9.500.000 | 280 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, EL POBLADO, Medellín",$9.500.000 | 280 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, ENVIGADO, Envigado",
2024-06-23 17:39:49,"Casa en Arriendo, ENVIGADO, Envigado",$3.650.000 | 136 m² | 5 | 2
2024-06-23 17:39:49,"Casa en Arriendo, EL POBLADO, Medellín",$3.650.000 | 136 m² | 5 | 2
2024-06-23 17:39:49,"Casa en Arriendo, EL RETIRO, Retiro",
2024-06-23 17:39:49,"Casa en Arriendo, RETIRO, Retiro",$3.500.000 | 250 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, RETIRO, Retiro",$3.500.000 | 250 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, El Salitre   La calera, La Calera",
2024-06-23 17:39:49,"Casa en Arriendo, RIONEGRO, Rionegro",$7.100.000 | 230 m² | 5 | 4
2024-06-23 17:39:49,"Casa en Arriendo, EL POBLADO, Medellín",$7.100.000 | 230 m² | 5 | 4
2024-06-23 17:39:49,"Casa en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Casa en Arriendo, Gran America, Bogotá D.C.",$22.000.000 | 450 m² | 5 | 5
2024-06-23 17:39:49,"Casa en Arriendo, RIONEGRO, Rionegro",$22.000.000 | 450 m² | 5 | 5
2024-06-23 17:39:49,"Casa en Arriendo, RETIRO, Retiro",
2024-06-23 17:39:49,"Casa en Arriendo, El Escobero, Envigado",$35.000.000 | 400 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, ENVIGADO, Envigado",$35.000.000 | 400 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, PAYSAMAY, Bogotá D.C.",
2024-06-23 17:39:49,"Casa en Arriendo, SANTA ANA ORIENTAL, Bogotá D.C.",$25.000.000 | 550 m² | 5 | 5
2024-06-23 17:39:49,"Casa en Arriendo, EL POBLADO, Medellín",$25.000.000 | 550 m² | 5 | 5
2024-06-23 17:39:49,"Casa en Arriendo, PASADENA, Bogotá D.C.",
2024-06-23 17:39:49,"Casa en Arriendo, San lucas, Envigado",$11.500.000 | 430 m² | 4 | 5
2024-06-23 17:39:49,"Casa en Arriendo, LA CASTELLANA, Bogotá D.C.",$11.500.000 | 430 m² | 4 | 5
2024-06-23 17:39:49,"Casa en Arriendo, ENVIGADO, Envigado",
2024-06-23 17:39:49,"Casa en Arriendo, Palmas   Envigado, Envigado",$10.500.000 | 274 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, Loma del Atravesado  Envigado, Envigado",$10.500.000 | 274 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, san Lucas  Envigado, Envigado",
2024-06-23 17:39:49,"Casa en Arriendo, Santa Ana Oriental, Bogotá D.C.",$6.500.000 | 160 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, RIONEGRO, Rionegro",$6.500.000 | 160 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, ENVIGADO, Envigado",
2024-06-23 17:39:49,"Casa en Arriendo, EL POBLADO, Medellín",$27.000.000 | 500 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, ENVIGADO, Envigado",$27.000.000 | 500 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, BELEN, Medellín",
2024-06-23 17:39:49,"Casa en Arriendo, LA CALLEJA, Envigado",$3.300.000 | 126 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, Envigado",$3.300.000 | 126 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, SAN SIMON, Bogotá D.C.",
2024-06-23 17:39:49,"Casa en Arriendo, ENVIGADO, Envigado",$15.500.000 | 426 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, Parcelación Pan de Azúcar   Vereda Yerbabuen…",$15.500.000 | 426 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, ALTOS DEL POBLADO, Medellín",
2024-06-23 17:39:49,"Casa en Arriendo, EL RETIRO, Retiro",$10.000.000 | 3385 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, LOS ANDES NOROCCIDENTE, Bogotá D.C.",$10.000.000 | 3385 m² | 3 | 5
2024-06-23 17:39:49,"Casa en Arriendo, PRADO VERANIEGO, Bogotá D.C.",
2024-06-23 17:39:49,"Casa en Arriendo, NIZA, Bogotá D.C.",$4.500.000 | 300 m² | 5 | 4
2024-06-23 17:39:49,"Casa en Arriendo, GUAYABAL, Medellín",$4.500.000 | 300 m² | 5 | 4
2024-06-23 17:39:49,"Casa en Arriendo, La Sebastiana, Envigado",
2024-06-23 17:39:49,"Casa en Arriendo, SANTA BARBARA, Bogotá D.C.",$4.800.000 | 115 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, EL POBLADO, Medellín",$4.800.000 | 115 m² | 3 | 4
2024-06-23 17:39:49,"Casa en Arriendo, EL RETIRO, Retiro",
2024-06-23 17:39:49,"Apartamento en Arriendo, Alameda Del Rio, Barranquilla",$20.000.000 | 400 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, cañaveral, Floridablanca",$20.000.000 | 400 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, Virrey, Bogotá D.C.",$6.900.000 | 180 m² | 3 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO, Bogotá D.C.",$6.900.000 | 180 m² | 3 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO   LA CABRERA, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$11.000.000 | 380 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO LA CALERA, Medellín",$11.000.000 | 380 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, POBLADO LOMA DE ALEJANDRIA, Me…",
2024-06-23 17:39:49,"Apartamento en Arriendo, Loma del Esmeraldal, Envigado",$28.000.000 | 700 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, Santa Ana Oriental, Bogotá D.C.",$28.000.000 | 700 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, URBANIZACION LA FLORA, Cali",
2024-06-23 17:39:49,"Apartamento en Arriendo, LAS ROSALES, Bogotá D.C.",$5.000.000 | 400 m² | 4 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO ALTO, Bogotá D.C.",$5.000.000 | 400 m² | 4 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO LA CALERA, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, CONQUISTADORES, Medellín",$5.000.000 | 560 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, LA TOMATERA, Medellín",$5.000.000 | 560 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL, Mede…",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL CHICO, Bogotá D.C.",$2.903.000 | 209 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, CALLEJA BAJA, Bogotá D.C.",$2.903.000 | 209 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, ROSALES BELMONTE, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, MONTE ARROYO, Bogotá D.C.",$5.500.000 | 200 m² | 4 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, ENVIGADO, Envigado",$5.500.000 | 200 m² | 4 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, LALINDE, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, LAS ROSALES, Bogotá D.C.",$15.000.000 | 385 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CASTROPOL, Medellín",$15.000.000 | 385 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, LAS PALMAS, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, SABANETA, Sabaneta",$14.500.000 | 400 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA PAULA, Bogotá D.C.",$14.500.000 | 400 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, PONTEVENDRA, Envigado",
2024-06-23 17:39:49,"Apartamento en Arriendo, RODEO ALTO, Medellín",$7.000.000 | 200 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, BATAN, Bogotá D.C.",$7.000.000 | 200 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO RESERVADO, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, San Patricio, Bogotá D.C.",$20.000.000 | 450 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, BOSQUE MEDINA, Bogotá D.C.",$20.000.000 | 450 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CABECERA DEL LLANO, Bucaramanga",
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA BARBARA, Bogotá D.C.",$17.000.000 | 800 m² | 5 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, CASTROPOL, Medellín",$17.000.000 | 800 m² | 5 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, Loma del Escobero, Envigado",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$10.800.000 | 170 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$10.800.000 | 170 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, PRADERA DE POTOSI, La Calera",
2024-06-23 17:39:49,"Apartamento en Arriendo, LAS PALMAS, Medellín",$15.700.000 | 260 m² | 3 | 4
2024-06-23 17:39:49,"Apartaestudio en Arriendo, LALINDE, Medellín",$15.700.000 | 260 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$20.000.000 | 500 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, PEÑAS BLANCAS, Bogotá D.C.",$20.000.000 | 500 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, LOS ROSALES EMAUS, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, LA TOMATERA, Medellín",$6.700.000 | 206 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO SAN LUCAS, Medellín",$6.700.000 | 206 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, Toledo, La Estrella",
2024-06-23 17:39:49,"Apartamento en Arriendo, Toledo, La Estrella",$11.000.000 | 300 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, La Ceja",$11.000.000 | 300 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA ANA ORIENTAL, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO NORTE, Bogotá D.C.",$7.300.000 | 185 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, CHAPINERO ALTO, Bogotá D.C.",$7.300.000 | 185 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, LAS ROSALES, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO LA CALERA, Medellín",$7.150.000 | 540 m² | 5 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO LOS BALSOS, Medellín",$7.150.000 | 540 m² | 5 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, MILLA DE ORO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, san patricio santa barbara, Bogotá D.C.",$14.000.000 | 400 m² | 4 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO  CAMPESTRE, Medellín",$14.000.000 | 400 m² | 4 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO LOS BALSOS, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, LA COLA DEL ZORRO, Medellín",$12.500.000 | 284 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO DE SANTA MARIA DE L…",$12.500.000 | 284 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, Loma de las Brujas  Envigado, Envigado",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO LA CALERA, Medellín",65 | 3 | 2
2024-06-23 17:39:49,"Apartamento en Arriendo, LALINDE, Medellín",202 | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, LAS ROSALES, Bogotá D.C.",130 | 3 | 2
2024-06-23 17:39:49,"Apartamento en Arriendo, CHAPINERO ALTO, Bogotá D.C.",$12.500.000 | 350 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO AMOBLADO EDIF VITRA 93, Bo…",$12.500.000 | 350 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA BIBIANA, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA CRUZ, Cajicá",$6.000.000 | 343 m² | 5 | 2
2024-06-23 17:39:49,"Apartamento en Arriendo, LAS LOMAS NO 2, Medellín",$6.000.000 | 343 m² | 5 | 2
2024-06-23 17:39:49,"Casa en Arriendo, Maraya, Pereira",
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO NORTE, Bogotá D.C.",$15.600.000 | 384 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$15.600.000 | 384 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$5.800.000 | 200 m² | 4 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$5.800.000 | 200 m² | 4 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, LOMA DEL INDIO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, LA SERENA, Bogotá D.C.",$6.700.000 | 230 m² | 3 | 3
2024-06-23 17:39:49,"Apartaestudio en Arriendo, CIUDAD DEL RIO, Medellín",$6.700.000 | 230 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, LOS BALSOS NO 2, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, PATIO BONITO, Medellín",$41.000.000 | 1100 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL CAMPESTRE, Medellín",$41.000.000 | 1100 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, LAS ROSALES, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, Piedecuesta",$6.000.000 | 340 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, PARQUE DEL VIRREY, Bogotá D.C.",$6.000.000 | 340 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$16.500.000 | 608 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, PATIO BONITO, Medellín",$16.500.000 | 608 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, LOMA DE SAN JULIAN, Medellín",$26.500.000 | 850 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CASTROPOL, Medellín",$26.500.000 | 850 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, BELLA SUIZA, Bogotá D.C.",$5.500.000 | 382 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, QUINTA PAREDES, Bogotá D.C.",$5.500.000 | 382 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CEDRO BOLIVAR, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA MARIA DEL LAGO, Bogotá D.C.",$7.800.000 | 220 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO LA CABRERA, Bogotá D.C.",$7.800.000 | 220 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO RESERVADO, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, Acqua, Chía",$3.700.000 | 223 m² | 5 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO RESERVADO, Bogotá D.C.",$3.700.000 | 223 m² | 5 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$21.000.000 | 500 m² | 3 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$21.000.000 | 500 m² | 3 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, LA FLORESTA, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, USAQUEN, Bogotá D.C.",$20.000.000 | 432 m² | 3 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO NORTE, Bogotá D.C.",$20.000.000 | 432 m² | 3 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, La Carolina, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, PARQUE VIRREY, Bogotá D.C.",$12.000.000 | 287 m² | 3 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA BARBARA ALTA, Bogotá D.C.",$12.000.000 | 287 m² | 3 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO CASTROPOL, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$11.000.000 | 250 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$11.000.000 | 250 m² | 3 | 3
2024-06-23 17:39:49,"Apartamento en Arriendo, EL NOGAL, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, CASTROPOL, Medellín",$27.000.000 | 600 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CASTROPOL, Medellín",$27.000.000 | 600 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, ALEJANDRIA, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, Rosales, Bogotá D.C.",$13.000.000 | 430 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA BARBARA ALTA, Bogotá D.C.",$13.000.000 | 430 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA BARBARA UNICENTRO, Bogot…",$10.300.000 | 220 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, CENTENARIO, Armenia",$10.300.000 | 220 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA MARIA DE LOS ANGELES, Me…",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$26.000.000 | 500 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO, Bogotá D.C.",$26.000.000 | 500 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO RESERVADO, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO RESERVADO, Bogotá D.C.",$12.800.000 | 170 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, LOIRA REAL, Bogotá D.C.",$12.800.000 | 170 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, Rionegro",
2024-06-23 17:39:49,"Apartamento en Arriendo, Poblado campestre, Medellín",$4.800.000 | 180 m² | 4 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, BOSQUE DE PINOS, Bogotá D.C.",$4.800.000 | 180 m² | 4 | 4
2024-06-23 17:39:49,"Casa en Arriendo, Neira, Neira",
2024-06-23 17:39:49,"Apartamento en Arriendo, El Retiro, Bogotá D.C.",$18.700.000 | 455 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, CC VIVA ENVIGADO, Envigado",$18.700.000 | 455 m² | 3 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, LA CAROLINA COUNTRY, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, BELLA SUIZA, Bogotá D.C.",$15.000.000 | 350 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, SALITRE, Bogotá D.C.",$15.000.000 | 350 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CABRERA, Bogotá D.C.",
2024-06-23 17:39:49,"Casa en Arriendo, Via Cerritos, Pereira",$10.500.000 | 350 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, CHAPINERO ALTO, Bogotá D.C.",$10.500.000 | 350 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL PROGRESO, Floridablanca",
2024-06-23 17:39:49,"Apartamento en Arriendo, CHICO RESERVADO, Bogotá D.C.",$12.000.000 | 380 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, SANTA PAULA, Bogotá D.C.",$12.000.000 | 380 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, NOGAL RETIRO, Bogotá D.C.",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL REFUGIO, Bogotá D.C.",$8.000.000 | 500 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$8.000.000 | 500 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$20.000.000 | 570 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",$20.000.000 | 570 m² | 4 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, EL POBLADO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, SABANETA, Sabaneta",$8.800.000 | 300 m² | 2 | 2
2024-06-23 17:39:49,"Apartamento en Arriendo, SABANETA, Sabaneta",$8.800.000 | 300 m² | 2 | 2
2024-06-23 17:39:49,"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, EL TESORO, Medellín",$6.000.000 | 244 m² | 4 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, EL RETIRO, Retiro",$6.000.000 | 244 m² | 4 | 4
2024-06-23 17:39:49,"Apartamento en Arriendo, VIZCAYA, Medellín",
2024-06-23 17:39:49,"Apartamento en Arriendo, SAN LUCAS, Medellín",$14.000.000 | 505 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, SAn Pablo, Itagui",$14.000.000 | 505 m² | 5 | 5
2024-06-23 17:39:49,"Apartamento en Arriendo, BOCHALEMA, Cali",
